listing_id,avg_sentiment_score,proportion_positive
2818,0.8988506382978723,0.9829787234042553
20168,0.7833176678445228,0.9328621908127208
25428,0.9394600000000001,1.0
27886,0.9094128491620107,0.9832402234636871
28871,0.8674265873015878,0.9880952380952381
29051,0.8505904205607472,0.969626168224299
31080,0.9320269230769231,1.0
41125,0.8554024096385546,0.9759036144578314
43109,0.8141107142857142,0.9642857142857143
44129,0.9336940828402364,0.9881656804733728
46386,0.89455,1.0
47061,0.8584781818181818,0.9515151515151515
49552,0.9320398058252433,0.9967637540453075
49790,0.9206154639175258,0.9896907216494846
50515,0.5135272727272727,0.5454545454545454
50518,0.8557885416666665,0.9583333333333334
50523,0.9058729257641923,0.9912663755458515
52490,0.8895156626506023,0.9879518072289156
53067,0.879875464684015,0.9851301115241635
53671,0.843955144032922,0.9547325102880658
53692,0.8424975206611569,0.9793388429752066
55256,0.82714527027027,0.9932432432432432
55621,0.8040666666666668,0.9259259259259259
55709,0.9422509433962262,1.0
55807,0.8891119047619048,0.9523809523809523
55868,0.9392951807228914,1.0
58211,0.8735901960784315,0.9803921568627451
62015,0.8906,0.9629629629629629
64736,0.9051662650602411,0.9879518072289156
64769,0.9265111111111111,0.9629629629629629
67841,0.78901875,0.875
68290,0.8881706597222226,0.9965277777777778
68873,0.8852017892644133,0.9920477137176938
69042,0.8557762589928058,0.9856115107913669
70598,0.7867670886075947,0.9367088607594937
73208,0.9004298245614035,0.9649122807017544
75382,0.8881032967032969,0.989010989010989
75444,0.8502385593220336,0.9661016949152542
75499,0.8466444444444443,0.9259259259259259
76459,0.8157928571428571,0.9285714285714286
76668,0.895658,1.0
80635,0.8706356783919602,0.9849246231155779
82482,0.8338710413694724,0.9714693295292439
82748,0.8058487179487178,0.905982905982906
83814,0.8555133333333335,0.9555555555555556
84057,0.9118269230769227,1.0
91535,0.8389564102564105,0.9743589743589743
96048,0.7248251700680269,0.9183673469387755
97221,0.7847535947712418,0.9411764705882353
107195,0.8432966666666667,0.9666666666666667
108890,0.96915,1.0
118097,0.9110940809968852,0.9906542056074766
120872,0.8268225352112674,0.9366197183098591
130390,0.8999130434782608,1.0
137026,0.8712653846153845,0.9743589743589743
137901,0.733824,0.84
141708,0.9107671232876717,0.9726027397260274
148132,0.8373333333333334,1.0
155548,0.8775125,0.9375
162467,0.887441509433962,0.9622641509433962
165833,0.8576973684210528,0.9210526315789473
168769,0.8694504672897195,0.9906542056074766
169356,0.9099499999999999,0.95
171054,0.8957780219780219,0.989010989010989
171498,0.67765,0.75
171631,0.9102224999999997,1.0
174592,0.8031201680672266,0.9411764705882353
175989,0.9337020833333334,0.9895833333333334
179528,0.8325619047619047,0.9523809523809523
182839,0.8365999999999999,1.0
188347,0.9041603715170274,0.9907120743034056
189754,0.8435026490066223,0.9801324503311258
193038,0.9381428294573647,1.0
198307,0.8991027027027026,0.972972972972973
199844,0.8989594594594594,0.972972972972973
200461,0.8009235294117648,0.9117647058823529
203658,0.9107,0.9565217391304348
205759,0.9496,1.0
212050,0.8517312499999998,0.9375
213721,0.9401641025641029,1.0
214531,0.8674985074626864,0.9552238805970149
217692,0.8682500000000001,1.0
219276,0.629925,0.75
222516,0.9109714285714285,1.0
226121,0.931342857142857,1.0
230710,0.9522499999999999,1.0
245927,0.8642376470588236,0.9882352941176471
247805,0.9167774809160307,0.9923664122137404
250751,0.8474531914893614,1.0
252080,0.9275818181818182,1.0
254104,0.8890294117647056,1.0
254800,0.9222645833333337,1.0
255809,0.9020610169491525,1.0
256670,0.9155000000000001,1.0
258273,0.5627714285714286,0.8571428571428571
262394,0.943173394495413,1.0
265349,0.8911428571428572,0.9523809523809523
270839,0.9103442528735639,0.9942528735632183
272597,0.9608666666666666,1.0
274688,0.9504650000000001,1.0
274706,0.8306968749999999,0.9375
277011,0.7827722222222223,0.8888888888888888
282269,0.4903,0.5
283170,0.8827320512820516,1.0
283621,0.7212041666666669,0.875
286374,0.9136,1.0
286500,0.8804247826086954,0.9869565217391304
288967,0.8307657635467977,0.9187192118226601
289071,0.8862456140350876,0.9824561403508771
290701,0.8722379699248123,0.9887218045112782
291637,0.6366333333333333,0.6666666666666666
291752,0.9129959064327489,0.9941520467836257
293337,0.7728200000000001,0.9
293514,0.9328799999999999,1.0
294453,0.9708666666666667,1.0
301220,0.9340971014492753,0.9855072463768116
302426,0.8326000000000001,0.9166666666666666
304082,0.8169324675324673,0.922077922077922
304143,0.8737444444444441,0.9777777777777777
304189,0.90251,0.9714285714285714
305809,0.9314243243243239,1.0
306852,0.8235611111111112,1.0
307497,0.8043555555555555,0.8888888888888888
307621,0.8351,1.0
308028,0.9318360000000001,1.0
309436,0.82306,0.94
310722,0.8938115384615385,0.9615384615384616
311124,0.954204166666667,1.0
311584,0.8225,1.0
314235,0.9623750000000001,1.0
314673,0.9009588235294119,0.9705882352941176
319985,0.8312394833948338,0.966789667896679
320689,0.898448,0.96
327285,0.9426498933901913,1.0
331946,0.8178833333333334,0.875
340994,0.9418633333333334,1.0
342540,0.8487171806167406,0.9691629955947136
343094,0.8858654929577467,0.9894366197183099
345397,0.8923026315789473,1.0
350271,0.28255,0.5
357980,0.9217676056338026,0.9859154929577465
361342,0.8766371134020619,0.979381443298969
362458,0.9377695652173916,1.0
364728,0.8694368715083796,0.9832402234636871
367107,0.9245363636363636,1.0
367491,0.9147258620689656,0.9827586206896551
369870,0.8320574712643678,0.9540229885057471
378523,0.9262826666666665,1.0
379885,0.802951388888889,0.9166666666666666
384909,0.8408625000000002,0.90625
387644,0.888716326530612,0.9591836734693877
396125,0.9294598654708516,0.9977578475336323
402353,0.8868455128205127,0.9807692307692307
406794,0.9418333333333334,1.0
408794,0.8304347826086955,0.9130434782608695
411401,0.5092833333333333,0.8333333333333334
414865,0.8835500000000001,1.0
414917,0.9422111111111112,0.9861111111111112
415619,0.8479355555555554,0.9111111111111111
418098,0.9438549999999999,1.0
422044,0.9014220338983052,0.9830508474576272
431635,0.8472176470588235,0.9411764705882353
432233,0.8715904761904761,0.9523809523809523
437757,0.8696666666666667,0.9351851851851852
439097,0.8350456521739132,0.9130434782608695
440992,0.9329685185185184,1.0
441424,0.745925,0.85
443698,0.8159775280898878,0.9550561797752809
444935,0.8310142857142858,1.0
445660,0.8867498402555913,0.987220447284345
446592,0.8636116402116404,0.9841269841269841
447151,0.6883944444444444,0.7777777777777778
450767,0.8610293103448275,0.9655172413793104
451719,0.8926035087719297,0.9824561403508771
455881,0.9068277777777778,0.9444444444444444
460469,0.936007894736842,1.0
462341,0.9538535714285714,1.0
463636,0.8869070512820512,0.9743589743589743
467103,0.8899644927536237,0.9855072463768116
474452,0.8701760000000001,0.96
480245,0.8919470588235294,0.9411764705882353
481664,0.8807880952380958,0.9732142857142857
483779,0.8113750000000001,0.8928571428571429
484836,0.944575,1.0
489418,0.8670478260869565,0.9565217391304348
490374,0.7970263157894737,0.8421052631578947
495862,0.9112714285714288,1.0
496953,0.8437074074074076,0.8888888888888888
502869,0.8955619047619047,1.0
503629,0.97901,1.0
505012,0.8750294117647057,0.9607843137254902
505650,0.9219654545454549,0.9818181818181818
505804,0.8681505882352942,0.9411764705882353
510836,0.927413043478261,1.0
514946,0.9255666666666666,1.0
515088,0.0,0.0
515749,0.9283693877551021,0.9931972789115646
515921,0.7793304347826089,0.9130434782608695
517996,0.8878727272727271,0.9545454545454546
522471,0.9357789473684209,1.0
526900,0.9190750000000001,1.0
528022,0.8588453947368425,0.9671052631578947
537321,0.9180692307692306,0.9615384615384616
538723,0.8997318181818184,1.0
543930,0.9601333333333333,1.0
543932,0.9077537735849056,0.9811320754716981
544506,0.9335450980392155,1.0
544625,0.9511250000000001,1.0
549310,0.7998125,0.96875
550783,0.9022157894736842,0.9473684210526315
551495,0.578912,0.8
551606,0.9228259259259259,1.0
552145,0.8250588235294117,0.9411764705882353
553216,0.9275103448275864,1.0
553514,0.8810306122448981,0.9897959183673469
555225,0.9482555555555555,1.0
555399,0.8737863636363635,0.9545454545454546
556829,0.8788,1.0
561713,0.9731799999999999,1.0
564826,0.9014200000000001,0.9333333333333333
568005,0.9359659090909088,1.0
568446,0.8623977528089889,0.9887640449438202
570478,0.8696693251533737,0.9570552147239264
570753,0.9272836431226767,0.9962825278810409
571029,0.7888,1.0
571130,0.9493600000000001,1.0
572208,0.8591352941176472,0.9411764705882353
575603,0.9680099999999999,1.0
575615,0.9225692307692308,1.0
579851,0.914472340425532,0.993920972644377
580978,0.8963599999999999,1.0
581342,0.8714779999999998,0.96
581869,0.8107692307692308,0.9230769230769231
582028,0.9594799999999999,1.0
582030,0.9065315789473682,0.9473684210526315
582135,0.7464799999999999,0.9
582382,0.8433124999999999,0.875
588020,0.7175115107913669,0.8848920863309353
588059,0.9324228571428571,1.0
588116,0.8978894736842107,0.9736842105263158
589194,0.9198111111111111,1.0
589237,0.9366666666666669,1.0
590236,0.9337599999999999,0.9714285714285714
590386,0.9711666666666666,1.0
590681,0.9402,1.0
593101,0.9041876254180601,0.9933110367892977
593483,0.8366443661971834,0.9788732394366197
594474,0.9080133333333333,0.9666666666666667
601498,0.830972,0.92
601882,0.8519947368421054,0.8947368421052632
606871,0.856027155172414,0.9568965517241379
608432,0.8815448275862076,0.9898580121703854
609250,0.9421399999999998,1.0
613088,0.9247255144032923,0.9917695473251029
619662,0.9443026845637585,0.9865771812080537
620056,0.84081,0.9
623123,0.9506470588235295,1.0
623652,0.8706919999999999,1.0
623734,0.8378312499999999,0.9375
624485,0.9092913793103448,0.9827586206896551
627188,0.8787316293929717,0.9968051118210862
627213,0.9413,1.0
627628,0.5901400000000001,0.6
627740,0.6948000000000001,1.0
628465,0.92357,0.9666666666666667
632434,0.9286222222222222,1.0
634170,0.9174760416666663,0.9791666666666666
635019,0.908435,0.9666666666666667
637742,0.8477555555555556,0.8888888888888888
639480,0.9907,1.0
639981,0.9259722222222221,1.0
640062,0.9179423076923078,1.0
641875,0.9086885000000001,0.98
642190,0.7647595959595958,0.8585858585858586
642247,0.9262181818181819,0.9696969696969697
648503,0.9400490099009898,1.0
648826,0.8549486486486484,0.9459459459459459
650232,0.8551933333333334,0.9333333333333333
652575,0.8815481481481483,1.0
652660,0.7792285714285715,0.8571428571428571
652888,0.811451111111111,0.9333333333333333
653459,0.923388888888889,1.0
653596,0.8109074074074075,0.8888888888888888
654931,0.9128583804143132,0.9887005649717514
655216,0.9187225321888417,0.9957081545064378
656268,0.919075,1.0
658049,0.7863499999999999,0.9302325581395349
660856,0.9120965517241378,0.9655172413793104
663390,0.788909090909091,0.9090909090909091
663697,0.8614428571428573,0.9523809523809523
664697,0.7560716981132076,0.9056603773584906
666142,0.8249000000000001,0.9
667305,0.7602444444444445,0.7777777777777778
667333,0.9298272727272727,1.0
667928,0.9508772727272727,1.0
669729,0.9818,1.0
670828,0.8703482758620689,0.9310344827586207
673453,0.9263736842105262,1.0
675886,0.9833333333333334,1.0
676922,0.8366,0.9
678393,0.8038600000000001,0.92
679838,0.871325581395349,0.9534883720930233
683431,0.842499693251534,0.99079754601227
685990,0.887915573770492,0.9918032786885246
686018,0.8763933333333332,1.0
689623,0.8633000000000003,0.9838709677419355
690757,0.8131441087613299,0.9546827794561934
693432,0.9262531531531528,0.990990990990991
693675,0.91042,1.0
694850,0.8773760791366918,0.987410071942446
696113,0.8794285714285716,1.0
698672,0.9165551020408165,0.9795918367346939
699991,0.8753893617021278,0.9574468085106383
700797,0.8970566666666664,0.9733333333333334
700993,0.9223652173913043,1.0
702120,0.9316666666666668,1.0
702894,0.8969608108108108,0.9864864864864865
703616,0.7577444444444446,0.7777777777777778
703716,0.7326499999999999,1.0
705423,0.9090345454545457,0.990909090909091
705509,0.8194858490566035,0.9622641509433962
705935,0.9408478260869566,1.0
708528,0.928300787401575,1.0
711952,0.9347617021276599,0.9787234042553191
713557,0.9638999999999999,1.0
713715,0.9207599999999999,1.0
714243,0.9419153846153848,1.0
714884,0.8463772727272727,1.0
716107,0.9014351562500001,0.9921875
716781,0.8362545454545455,0.9090909090909091
719623,0.9062432432432438,0.9864864864864865
721291,0.8831322784810123,0.9683544303797469
724346,0.7019535714285714,0.8214285714285714
728144,0.8978041237113401,0.9896907216494846
728145,0.9161905660377356,0.9811320754716981
728713,0.98275,1.0
729260,0.7807105263157892,0.8526315789473684
729317,0.8096571428571431,0.9841269841269841
730916,0.8847198347107448,0.987603305785124
730965,0.9349407407407407,1.0
731834,0.8994377245508987,0.9880239520958084
733654,0.9765444444444444,1.0
734886,0.9345072727272725,1.0
740003,0.9719,1.0
740616,0.9082484374999998,1.0
740995,0.8306342105263158,0.9385964912280702
741043,0.9143117647058824,1.0
741398,0.8984428571428573,0.9761904761904762
742160,0.8291696202531644,0.9620253164556962
742634,0.9203368421052633,0.9736842105263158
744158,0.7457888888888891,0.9444444444444444
744386,0.9057428571428572,1.0
744520,0.9020157894736842,1.0
744574,0.81815,0.9375
744659,0.9151951219512192,0.9878048780487805
746067,0.9160236111111115,1.0
746807,0.9420722222222222,1.0
747847,0.913458823529412,0.9705882352941176
754020,0.9256283333333332,1.0
754524,0.3666769230769231,0.4230769230769231
754613,0.9201971563981041,0.990521327014218
755431,0.9460069930069935,1.0
755982,0.85764,0.9333333333333333
758475,0.8958,0.9428571428571428
758600,0.8705084337349399,0.9879518072289156
759060,0.932637894736842,1.0
759299,0.9036799999999999,1.0
759402,0.8914131578947364,1.0
760074,0.9382499999999999,1.0
760599,0.7338163265306121,0.8979591836734694
761411,0.8659418269230769,0.9855769230769231
768274,0.957911475409836,1.0
768737,0.8794050505050509,0.9848484848484849
770281,0.8965999999999997,0.9545454545454546
771217,0.8413999999999999,1.0
771343,0.8809444444444449,0.9673202614379085
771758,0.7806031496062993,0.937007874015748
772511,0.9610526315789473,1.0
774714,0.8256857142857144,1.0
775655,0.8795200000000006,0.9826086956521739
776288,0.8223348717948713,0.9641025641025641
778820,0.92115,1.0
779175,0.8205053571428572,0.9285714285714286
779297,0.8871545454545454,1.0
780674,0.886136,1.0
780873,0.9291107142857141,1.0
781253,0.609827027027027,0.7297297297297297
782254,0.841113888888889,0.9444444444444444
784277,0.9273,1.0
784644,0.9302193548387095,1.0
785432,0.8756619426751596,0.9840764331210191
787331,0.973725,1.0
789630,0.8241309090909089,0.9454545454545454
789743,0.9260437500000002,1.0
791621,0.9659,1.0
793499,0.9349033333333333,1.0
793845,0.868856818181818,0.9318181818181818
794322,0.9018528089887641,0.9775280898876404
794927,0.9080825095057031,0.9847908745247148
798189,0.94042,1.0
