listing_id,avg_sentiment_score,proportion_positive
70820,0.8707813793103447,0.993103448275862
117122,0.9174935714285716,0.9928571428571429
176306,0.8226657894736844,0.9473684210526315
307634,0.8711222222222221,0.9444444444444444
322906,0.9093797468354431,0.9620253164556962
341227,0.8799303797468356,0.9746835443037974
390781,0.8320666666666666,0.9696969696969697
399681,0.9247068965517239,0.9655172413793104
407485,0.9123960000000002,1.0
421205,0.9137751937984495,0.9844961240310077
422956,0.9197880877742947,0.9968652037617555
554813,0.9159550802139036,0.983957219251337
753655,0.8789476562499995,0.98046875
758894,0.8812045212765955,0.9893617021276596
868888,0.8112333333333334,0.8888888888888888
870076,0.8671422077922077,0.9935064935064936
897555,0.8098446153846153,0.9692307692307692
942226,0.9164168141592923,1.0
979236,0.8914201219512198,0.9817073170731707
995235,0.8824019455252918,0.9844357976653697
1033484,0.9247528428093645,0.9966555183946488
1096853,0.8643058355437664,0.9840848806366048
1096947,0.8462686390532546,0.9733727810650887
1166104,0.9336931506849315,1.0
1180148,0.8930214285714285,0.9285714285714286
1182074,0.8289833333333334,1.0
1258955,0.861065671641791,0.9850746268656716
1260621,0.8169926470588237,0.9705882352941176
1329265,0.9221577142857149,0.9885714285714285
1457693,0.8357076923076924,1.0
1509615,0.9140026666666671,0.9980952380952381
1623879,0.8526078125000001,0.9921875
1882491,0.896325,1.0
1906645,0.9266230769230768,1.0
2164660,0.8897847953216375,0.9941520467836257
2235568,0.9046694214876033,0.9834710743801653
2404407,0.8757590909090905,0.9659090909090909
2446524,0.6422500000000001,0.8125
2523293,0.8845405405405407,0.9819819819819819
2530244,0.6933285714285714,0.8571428571428571
2548956,0.8216765182186235,0.9878542510121457
2655363,0.8333166666666667,1.0
2780689,0.866621138211382,0.9796747967479674
2819807,0.8581374125874129,0.9790209790209791
3118604,0.8371422535211261,0.971830985915493
3365141,0.88704596273292,0.9937888198757764
3457246,0.8600703703703704,0.9629629629629629
3468287,0.844110126582278,0.9746835443037974
3490531,0.8244999999999998,0.9090909090909091
3490779,0.8871888888888895,0.985663082437276
3545386,0.9281117647058824,1.0
3620755,0.920172352941177,0.9970588235294118
3635586,0.8340486111111112,0.9444444444444444
3879902,0.9313166666666671,1.0
3906876,0.8330552631578949,0.9473684210526315
3960179,0.0,0.0
4086139,0.8954831081081078,0.9932432432432432
